field,modules,source_files,definition,formula_or_rule,unit,how_to_read,does_not_mean,unknown_rule
median_top_base_raw_pct_occupied,Vertical e temporal,vertical_temporal_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_wells_in_occupied_cells,Malhas de evidência,grid_scale_summary.csv,Resumo por mediana da variável indicada no restante do nome do campo.,Calculado sobre o subconjunto definido pelo campo. Percentis usam quantile do pandas com interpolação linear.,depende da variável,A mediana representa posição central robusta. O P90 mostra um valor abaixo do qual ficam aproximadamente 90% dos casos. O máximo mostra o extremo observado.,"Não deve ser interpretado sem verificar o denominador, subconjunto e unidade da variável base.",UNKNOWN quando o subconjunto está vazio.
median_wells_occupied,Independência e redundância · resumo de escala,independence_scale_summary.csv,Mediana de poços entre células ocupadas.,Resumo derivado diretamente das células da escala indicada.,depende do campo,Serve à comparação descritiva entre escalas.,Não seleciona a escala ótima nem define prioridade.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
median_zero_domains_pct_occupied,Independência e redundância · resumo de escala,independence_scale_summary.csv,Mediana do percentual de poços sem domínios adicionais entre células ocupadas.,Resumo derivado diretamente das células da escala indicada.,depende do campo,Serve à comparação descritiva entre escalas.,Não seleciona a escala ótima nem define prioridade.,UNKNOWN quando o denominador ou o dado necessário não estiver disponível.
method_version,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Identificador da versão da regra que produziu o registro.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,texto,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
metric,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Código da métrica registrada no resumo global.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,texto,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
metric_crs,Estrutura espacial,spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,Sistema de referência de coordenadas usado nos cálculos métricos do módulo espacial.,Registrado como EPSG utilizado pelo script.,texto CRS,Garante reprodução de áreas e distâncias.,Não é CRS necessariamente usado para exibição web.,Não deve ser omitido em resultados métricos.
minimum_documentary_definition,Suficiência por pergunta,question_registry.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,texto,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
minimum_documentary_met,Suficiência por pergunta,well_question_sufficiency_long.csv,Indica atendimento simultâneo de todos os requisitos críticos do registro.,Conjunção lógica sem compensação.,booleano,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
minimum_documentary_n,Suficiência por pergunta,cell_question_sufficiency_long.csv | question_global_summary.csv,Campo da matriz de suficiência por pergunta da V2.4.,Contagem direta no universo indicado pelo arquivo e pelo denominador explícito.,n,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
minimum_documentary_pct_of_wells,Suficiência por pergunta,cell_question_sufficiency_long.csv,Campo da matriz de suficiência por pergunta da V2.4.,Definido pelas regras documentadas em SUFICIENCIA_POR_PERGUNTA_V1.md.,%,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
monotonic_relation_asserted,Estabilidade e sensibilidade,cross_scale_question_summary.csv,Valor auditável de monotonic relation asserted no módulo V2.5.,Calculado diretamente no universo e denominador declarados no arquivo de origem.,texto,"Ler com a pergunta, a escala, a origem, o suporte e o denominador explícitos.","Não é potencial, prioridade, representatividade territorial, peso ou score.","Sem escala observável ou suporte classificado, permanece UNKNOWN e não é convertido em zero."
multi_domain_dated_pct,Vertical e temporal,vertical_temporal_by_domain.csv | vertical_temporal_by_hydro_unit.csv,Percentual definido pelo nome do campo e pelo denominador do módulo.,100 × numerador definido ÷ denominador definido na metodologia.,%,Permite comparação relativa somente quando o denominador é o mesmo ou conceitualmente equivalente.,Não é probabilidade ou qualidade por si só.,UNKNOWN quando o denominador é zero ou indisponível.
multi_intersections,Malhas de evidência,grid_assignment_audit.csv,Número de pontos que intersectaram mais de uma célula na etapa de associação espacial.,Contagem de resultados espaciais com cardinalidade > 1 antes da regra de desempate.,n,"Sinaliza ambiguidade geométrica, especialmente sobre limites.",Não é duplicidade de poço por si só.,Zero quando cada ponto intersecta no máximo uma célula.
municipality,Vertical e temporal,T01.csv | T02.csv | T03.csv | T04.csv | T05.csv | T06.csv | V02.csv | V03.csv | V04.csv | V05.csv | V06.csv | V07.csv,Município associado ao registro.,Preservado ou auditado a partir da fonte cadastral.,texto,Permite identificação ou localização do registro.,Pode divergir de overlay espacial e essas divergências são auditadas.,UNKNOWN quando ausente ou não utilizável.
municipality_declared,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Município declarado no cadastro do poço.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,texto,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
municipality_spatial,Conhecimento hidrogeológico efetivo V2.2 | Registro e auditoria,well_effective_knowledge.csv | effective_knowledge_*km2.csv | effective_knowledge_global_summary.csv | effective_knowledge_scale_summary.csv | effective_knowledge_registry.csv | effective_knowledge_assignment_audit.csv,Município obtido pela associação espacial auditada.,Preservado ou derivado diretamente pelas regras documentadas da V2.2.,texto,Ler no contexto da dimensão e da unidade de análise correspondente.,Não autoriza agregação das nove dimensões nem inferência de potencial ou prioridade.,UNKNOWN ou vazio quando a fonte ou o denominador necessário não está disponível.
n00_neither,Suficiência por pergunta,question_dependency_pairwise.csv,Campo da matriz de suficiência por pergunta da V2.4.,Contagem direta no universo indicado pelo arquivo e pelo denominador explícito.,n,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
n01_b_only,Suficiência por pergunta,question_dependency_pairwise.csv,Campo da matriz de suficiência por pergunta da V2.4.,Contagem direta no universo indicado pelo arquivo e pelo denominador explícito.,n,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
n10_a_only,Suficiência por pergunta,question_dependency_pairwise.csv,Campo da matriz de suficiência por pergunta da V2.4.,Contagem direta no universo indicado pelo arquivo e pelo denominador explícito.,n,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
n11_both,Suficiência por pergunta,question_dependency_pairwise.csv,Campo da matriz de suficiência por pergunta da V2.4.,Contagem direta no universo indicado pelo arquivo e pelo denominador explícito.,n,Descreve disponibilidade documental condicionada à pergunta selecionada.,"Não é potencial aquífero, prioridade, peso, score ou representatividade territorial.",UNKNOWN permanece distinto de zero e de ausência física.
n_E01,Estratificação hidrogeológica | Estrutura espacial | Estudo de escalas | Malhas de evidência,evidence_by_hydro_unit.csv | evidence_by_hydrolithologic_domain.csv | malha_evidencia_1000km2.csv | malha_evidencia_250km2.csv | malha_evidencia_500km2.csv | scale_primary_1000km2.csv | scale_primary_100km2.csv | scale_primary_150km2.csv | scale_primary_250km2.csv | scale_primary_500km2.csv | spatial_assignment_audit.csv | spatial_structure_1000km2.csv | spatial_structure_250km2.csv | spatial_structure_500km2.csv,"Número de poços ou feições da evidência E01, Poços canônicos provisórios, atribuídos à unidade espacial.",Contagem direta das feições pertencentes a E01 após associação espacial auditada.,n,"Quanto maior, maior a quantidade de registros desse tipo na célula.","Não significa maior potencial aquífero, melhor qualidade do conhecimento ou independência entre registros.",Zero significa que nenhuma feição desse conjunto foi encontrada na célula. Não significa ausência do fenômeno hidrogeológico.
